ticker,sentiment,target,model,n,accuracy_insample,baseline_accuracy_insample,acc_minus_baseline_insample,pseudo_r2_mcfadden,llf,auc_insample,time_split_accuracy,time_split_baseline_accuracy,time_split_acc_minus_baseline,time_split_auc,time_split_n_train,time_split_n_test,walkforward_accuracy,walkforward_baseline_accuracy,walkforward_acc_minus_baseline,walkforward_auc,walkforward_n_predictions
AMD,FB_net,fwd_5d,logit_level_plus_trend10,578,0.5432525951557093,0.527681660899654,0.01557093425605538,0.002409236314252605,-398.7897052236837,0.5216117216117216,0.42758620689655175,0.5724137931034483,-0.14482758620689656,0.5013602798289933,433.0,145.0,0.5105820105820106,0.5158730158730159,-0.005291005291005346,0.5014712063892393,378.0
AMD,FB_net,fwd_5d,logit_level_plus_trend15,573,0.5305410122164049,0.525305410122164,0.005235602094240899,0.0016616012211576603,-395.7804401579993,0.5176006449091265,0.4305555555555556,0.5694444444444444,-0.13888888888888884,0.5106215578284814,429.0,144.0,0.514745308310992,0.5093833780160858,0.00536193029490617,0.5144664941041127,373.0
AMD,NRC_net,fwd_10d,logit_level_lag1,588,0.5204081632653061,0.5153061224489796,0.005102040816326592,9.030794963549305e-05,-407.25820694612605,0.5004516241097794,0.3401360544217687,0.6598639455782312,-0.31972789115646255,0.5244329896907216,441.0,147.0,0.4793814432989691,0.5103092783505154,-0.030927835051546337,0.5628123338649654,388.0
AMD,NRC_net,fwd_10d,logit_level_plus_trend5,583,0.5094339622641509,0.5111492281303602,-0.0017152658662092923,0.0005229232706048803,-403.7486143101397,0.5200341457671024,0.3424657534246575,0.6575342465753424,-0.3150684931506849,0.5363541666666667,437.0,146.0,0.4804177545691906,0.5169712793733682,-0.03655352480417756,0.5530712530712532,383.0
AMD,NRC_net,fwd_10d,logit_level_plus_trend10,578,0.5224913494809689,0.5069204152249135,0.01557093425605538,0.00020452556222860796,-400.50177566772425,0.509717980959224,0.3448275862068966,0.6551724137931034,-0.31034482758620685,0.48252631578947375,433.0,145.0,0.47619047619047616,0.5238095238095238,-0.04761904761904767,0.5460998877665545,378.0
AMD,NRC_net,fwd_10d,logit_level_plus_trend15,573,0.5078534031413613,0.5026178010471204,0.005235602094240899,0.001494515022893994,-396.5719113027735,0.5227034600389864,0.3472222222222222,0.6527777777777778,-0.3055555555555556,0.419468085106383,429.0,144.0,0.48257372654155495,0.5308310991957105,-0.04825737265415553,0.5389610389610389,373.0
AMD,HF_net_4,fwd_10d,logit_level_lag1,588,0.5255102040816326,0.5153061224489796,0.010204081632653073,0.0008769780195314603,-406.9378001687229,0.5299635226680562,0.3401360544217687,0.6598639455782312,-0.31972789115646255,0.4643298969072165,441.0,147.0,0.48195876288659795,0.5103092783505154,-0.02835051546391748,0.5735247208931419,388.0
AMD,HF_net_4,fwd_10d,logit_level_plus_trend5,583,0.5283018867924528,0.5111492281303602,0.01715265866209259,0.0005713400189285567,-403.7290558875403,0.5259272341928647,0.3424657534246575,0.6575342465753424,-0.3150684931506849,0.4833333333333333,437.0,146.0,0.47780678851174935,0.5169712793733682,-0.03916449086161883,0.5662571662571663,383.0
AMD,HF_net_4,fwd_10d,logit_level_plus_trend10,578,0.5190311418685121,0.5069204152249135,0.01211072664359858,0.004159565896653339,-398.9174509560473,0.5403029758697084,0.3448275862068966,0.6551724137931034,-0.31034482758620685,0.5827368421052632,433.0,145.0,0.4708994708994709,0.5238095238095238,-0.05291005291005296,0.5659371492704827,378.0
AMD,HF_net_4,fwd_10d,logit_level_plus_trend15,573,0.5218150087260035,0.5026178010471204,0.01919720767888311,0.0020061769008725694,-396.36869686685543,0.5324805068226122,0.3472222222222222,0.6527777777777778,-0.3055555555555556,0.39085106382978724,429.0,144.0,0.4772117962466488,0.5308310991957105,-0.0536193029490617,0.5591053391053391,373.0
AMD,FB_net,fwd_10d,logit_level_lag1,588,0.5544217687074829,0.5153061224489796,0.03911564625850339,0.011606461368442456,-402.56773536699507,0.5657923687105553,0.3673469387755102,0.6598639455782312,-0.292517006802721,0.516701030927835,441.0,147.0,0.5128865979381443,0.5103092783505154,0.002577319587628857,0.5909622541201488,388.0
AMD,FB_net,fwd_10d,logit_level_plus_trend5,583,0.5557461406518011,0.5111492281303602,0.044596912521440824,0.020428526308554074,-395.7075498068108,0.5868479924643824,0.3698630136986301,0.6575342465753424,-0.2876712328767123,0.5149999999999999,437.0,146.0,0.5195822454308094,0.5169712793733682,0.0026109660574412663,0.5899262899262898,383.0
AMD,FB_net,fwd_10d,logit_level_plus_trend10,578,0.5484429065743944,0.5069204152249135,0.04152249134948094,0.01092025747382841,-396.2092280738392,0.5644212921381954,0.3931034482758621,0.6551724137931034,-0.26206896551724135,0.5292631578947369,433.0,145.0,0.5343915343915344,0.5238095238095238,0.010582010582010581,0.5730359147025814,378.0
